task_id,source_id,source_type,model_path,notes
task254,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task254.onnx,GOLF_20260607_001_public_6154_repro
task255,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task255.onnx,GOLF_20260607_001_public_6154_repro
task256,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task256.onnx,GOLF_20260607_001_public_6154_repro
task257,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task257.onnx,GOLF_20260607_001_public_6154_repro
task258,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task258.onnx,GOLF_20260607_001_public_6154_repro
task259,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task259.onnx,GOLF_20260607_001_public_6154_repro
task260,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task260.onnx,GOLF_20260607_001_public_6154_repro
task261,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task261.onnx,GOLF_20260607_001_public_6154_repro
task262,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task262.onnx,GOLF_20260607_001_public_6154_repro
task263,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task263.onnx,GOLF_20260607_001_public_6154_repro
task264,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task264.onnx,GOLF_20260607_001_public_6154_repro
task265,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task265.onnx,GOLF_20260607_001_public_6154_repro
task266,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task266.onnx,GOLF_20260607_001_public_6154_repro
task267,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task267.onnx,GOLF_20260607_001_public_6154_repro
task268,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task268.onnx,GOLF_20260607_001_public_6154_repro
task269,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task269.onnx,GOLF_20260607_001_public_6154_repro
task270,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task270.onnx,GOLF_20260607_001_public_6154_repro
task271,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task271.onnx,GOLF_20260607_001_public_6154_repro
task272,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task272.onnx,GOLF_20260607_001_public_6154_repro
task273,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task273.onnx,GOLF_20260607_001_public_6154_repro
task274,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task274.onnx,GOLF_20260607_001_public_6154_repro
task275,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task275.onnx,GOLF_20260607_001_public_6154_repro
task276,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task276.onnx,GOLF_20260607_001_public_6154_repro
task277,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task277.onnx,GOLF_20260607_001_public_6154_repro
task278,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task278.onnx,GOLF_20260607_001_public_6154_repro
task279,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task279.onnx,GOLF_20260607_001_public_6154_repro
task280,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task280.onnx,GOLF_20260607_001_public_6154_repro
task281,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task281.onnx,GOLF_20260607_001_public_6154_repro
task282,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task282.onnx,GOLF_20260607_001_public_6154_repro
task283,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task283.onnx,GOLF_20260607_001_public_6154_repro
task284,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task284.onnx,GOLF_20260607_001_public_6154_repro
task285,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task285.onnx,GOLF_20260607_001_public_6154_repro
task286,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task286.onnx,GOLF_20260607_001_public_6154_repro
task287,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task287.onnx,GOLF_20260607_001_public_6154_repro
task288,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task288.onnx,GOLF_20260607_001_public_6154_repro
task289,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task289.onnx,GOLF_20260607_001_public_6154_repro
task290,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task290.onnx,GOLF_20260607_001_public_6154_repro
task291,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task291.onnx,GOLF_20260607_001_public_6154_repro
task292,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task292.onnx,GOLF_20260607_001_public_6154_repro
task293,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task293.onnx,GOLF_20260607_001_public_6154_repro
task294,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task294.onnx,GOLF_20260607_001_public_6154_repro
task295,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task295.onnx,GOLF_20260607_001_public_6154_repro
task296,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task296.onnx,GOLF_20260607_001_public_6154_repro
task297,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task297.onnx,GOLF_20260607_001_public_6154_repro
task298,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task298.onnx,GOLF_20260607_001_public_6154_repro
task299,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task299.onnx,GOLF_20260607_001_public_6154_repro
task300,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task300.onnx,GOLF_20260607_001_public_6154_repro
task301,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task301.onnx,GOLF_20260607_001_public_6154_repro
task302,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task302.onnx,GOLF_20260607_001_public_6154_repro
task303,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task303.onnx,GOLF_20260607_001_public_6154_repro
task304,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task304.onnx,GOLF_20260607_001_public_6154_repro
task305,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task305.onnx,GOLF_20260607_001_public_6154_repro
task306,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task306.onnx,GOLF_20260607_001_public_6154_repro
task307,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task307.onnx,GOLF_20260607_001_public_6154_repro
task308,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task308.onnx,GOLF_20260607_001_public_6154_repro
task309,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task309.onnx,GOLF_20260607_001_public_6154_repro
task310,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task310.onnx,GOLF_20260607_001_public_6154_repro
task311,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task311.onnx,GOLF_20260607_001_public_6154_repro
task312,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task312.onnx,GOLF_20260607_001_public_6154_repro
task313,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task313.onnx,GOLF_20260607_001_public_6154_repro
task314,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task314.onnx,GOLF_20260607_001_public_6154_repro
task315,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task315.onnx,GOLF_20260607_001_public_6154_repro
task316,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task316.onnx,GOLF_20260607_001_public_6154_repro
task317,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task317.onnx,GOLF_20260607_001_public_6154_repro
task318,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task318.onnx,GOLF_20260607_001_public_6154_repro
task319,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task319.onnx,GOLF_20260607_001_public_6154_repro
task320,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task320.onnx,GOLF_20260607_001_public_6154_repro
task321,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task321.onnx,GOLF_20260607_001_public_6154_repro
task322,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task322.onnx,GOLF_20260607_001_public_6154_repro
task323,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task323.onnx,GOLF_20260607_001_public_6154_repro
task324,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task324.onnx,GOLF_20260607_001_public_6154_repro
task325,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task325.onnx,GOLF_20260607_001_public_6154_repro
task326,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task326.onnx,GOLF_20260607_001_public_6154_repro
task327,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task327.onnx,GOLF_20260607_001_public_6154_repro
task328,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task328.onnx,GOLF_20260607_001_public_6154_repro
task329,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task329.onnx,GOLF_20260607_001_public_6154_repro
task330,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task330.onnx,GOLF_20260607_001_public_6154_repro
task331,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task331.onnx,GOLF_20260607_001_public_6154_repro
task332,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task332.onnx,GOLF_20260607_001_public_6154_repro
task333,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task333.onnx,GOLF_20260607_001_public_6154_repro
task334,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task334.onnx,GOLF_20260607_001_public_6154_repro
task335,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task335.onnx,GOLF_20260607_001_public_6154_repro
task336,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task336.onnx,GOLF_20260607_001_public_6154_repro
task337,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task337.onnx,GOLF_20260607_001_public_6154_repro
task338,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task338.onnx,GOLF_20260607_001_public_6154_repro
task339,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task339.onnx,GOLF_20260607_001_public_6154_repro
task340,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task340.onnx,GOLF_20260607_001_public_6154_repro
task341,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task341.onnx,GOLF_20260607_001_public_6154_repro
task342,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task342.onnx,GOLF_20260607_001_public_6154_repro
task343,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task343.onnx,GOLF_20260607_001_public_6154_repro
task344,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task344.onnx,GOLF_20260607_001_public_6154_repro
task345,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task345.onnx,GOLF_20260607_001_public_6154_repro
task346,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task346.onnx,GOLF_20260607_001_public_6154_repro
task347,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task347.onnx,GOLF_20260607_001_public_6154_repro
task348,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task348.onnx,GOLF_20260607_001_public_6154_repro
task349,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task349.onnx,GOLF_20260607_001_public_6154_repro
task350,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task350.onnx,GOLF_20260607_001_public_6154_repro
task351,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task351.onnx,GOLF_20260607_001_public_6154_repro
task352,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task352.onnx,GOLF_20260607_001_public_6154_repro
task353,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task353.onnx,GOLF_20260607_001_public_6154_repro
task354,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task354.onnx,GOLF_20260607_001_public_6154_repro
task355,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task355.onnx,GOLF_20260607_001_public_6154_repro
task356,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task356.onnx,GOLF_20260607_001_public_6154_repro
task357,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task357.onnx,GOLF_20260607_001_public_6154_repro
task358,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task358.onnx,GOLF_20260607_001_public_6154_repro
task359,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task359.onnx,GOLF_20260607_001_public_6154_repro
task360,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task360.onnx,GOLF_20260607_001_public_6154_repro
task361,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task361.onnx,GOLF_20260607_001_public_6154_repro
task362,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task362.onnx,GOLF_20260607_001_public_6154_repro
task363,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task363.onnx,GOLF_20260607_001_public_6154_repro
task364,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task364.onnx,GOLF_20260607_001_public_6154_repro
task365,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task365.onnx,GOLF_20260607_001_public_6154_repro
task366,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task366.onnx,GOLF_20260607_001_public_6154_repro
task367,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task367.onnx,GOLF_20260607_001_public_6154_repro
task368,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task368.onnx,GOLF_20260607_001_public_6154_repro
task369,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task369.onnx,GOLF_20260607_001_public_6154_repro
task370,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task370.onnx,GOLF_20260607_001_public_6154_repro
task371,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task371.onnx,GOLF_20260607_001_public_6154_repro
task372,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task372.onnx,GOLF_20260607_001_public_6154_repro
task373,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task373.onnx,GOLF_20260607_001_public_6154_repro
task374,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task374.onnx,GOLF_20260607_001_public_6154_repro
task375,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task375.onnx,GOLF_20260607_001_public_6154_repro
task376,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task376.onnx,GOLF_20260607_001_public_6154_repro
task377,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task377.onnx,GOLF_20260607_001_public_6154_repro
task378,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task378.onnx,GOLF_20260607_001_public_6154_repro
task379,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task379.onnx,GOLF_20260607_001_public_6154_repro
task380,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task380.onnx,GOLF_20260607_001_public_6154_repro
