task_id,present_in_public_zip,missing_reason,source_id,source_notebook,output_file_sha256,size_bytes,notes
task260,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3b06fb25bfae496a6fc7a5050ba23856a6499927a8dab692cdec6a037767e79f,4854,public 7015 notebook output task file
task261,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,08ed2eceeb98593221e2c359b6daa537446a097fbe9a9e9690947fe60ea11863,1010,public 7015 notebook output task file
task262,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a2fb38cf2e69d020943db64bd66c99bea479f67488e4c7aff68362b8ccb8e61c,614,public 7015 notebook output task file
task263,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,86d648a0e8162f4695c1b7fb2b2dc6ceed14a3d510003c805cf9b5975cc231f8,4924,public 7015 notebook output task file
task264,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,840f8b4ccc730d0d2db43792da38fc8656dd060a6d8e0d1467e4099965b7f1f8,5370,public 7015 notebook output task file
task265,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,584c8f0313382dbf97a88cf8ec92ea8c97cf3c52342917d8ad774cb2be9f0e69,1491,public 7015 notebook output task file
task266,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8e31fa4e88e3fa70c862d5544c17c32e9d87c567bdde46ddd6452458baf494b6,1110,public 7015 notebook output task file
task267,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,88ed92174e9190ced85f8771bdee3e835309326e4a8737cf4c850b1656752b55,1133,public 7015 notebook output task file
task268,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,fbd1a6a96574a00120fa9eaf52a0af7ba87390a5c63ead2fc78b8c491645e130,6842,public 7015 notebook output task file
task269,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,28fdbace3a956357ee02b2c15f8ff43880214c2fc18c5dd0ea48d996de133ca3,1358,public 7015 notebook output task file
task270,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e8868aa969c6051d92e6d29a0c8f7d627c034c4314aaeb2290c9dcfb2065e5d1,6451,public 7015 notebook output task file
task271,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,97d0749be232fc02c0f9b4d66e49605c6f01b0e19e27707cadda85a588f052ff,1642,public 7015 notebook output task file
task272,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7522945b9d6b38bea0a5d0b3d2be2ead79cbf22c957a4fd45197cabc887e2678,1173,public 7015 notebook output task file
task273,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,4965449182b9c84613a4da1d9340a01ffb9532273fbb75eaec58d9dafc2b65d2,3031,public 7015 notebook output task file
task274,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7995de89857f777640054238a5585ee9590194757f63222178e49339b87e1939,1940,public 7015 notebook output task file
task275,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,ada67a32258eb28f2caa8cd63d4c37df99794ed26af3e24c994dd0b4d65fc983,4287,public 7015 notebook output task file
task276,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c63ecefe42dd6618ee513db05b738b261f87d490dab4d848dd2a08d86037de07,143,public 7015 notebook output task file
task277,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f465db5f718487c38d0dc78d9a1387d2e0ca1fdb358e38eefee7fc5b357c9190,8722,public 7015 notebook output task file
task278,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,55b2095eb4f201d03a8636078b3c676fec9dd5842bb01be95b23d4b5e6d7bec9,6786,public 7015 notebook output task file
task279,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,82b790ee80f37c5629c61d0e5b42fff4f326a9c1daac849f997cc6e552470eb6,2573,public 7015 notebook output task file
task280,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c38a777cb890adaf216be42a1041f13a88f8a83224b457a194ab7cda385a5f7d,14166,public 7015 notebook output task file
task281,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,9dd62f1cbd417f309ac5b5e77dc47fd8eea3e07a431e143bfb3c18f70b261a5a,3646,public 7015 notebook output task file
task282,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,71f0dde46f0325c9b51eb1e9f10077f0a9f6ea3bc91e18f4c02fe74ffbfb7942,698,public 7015 notebook output task file
task283,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8f59a62b9de48b3c75feac2f7767c48888ea77bc153b7cedba72638264e30703,3854,public 7015 notebook output task file
task284,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,2d3071ae418297249734d3db501df6b039498df0d010efe14fc9c8ab5d48236e,9745,public 7015 notebook output task file
task285,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f793dc70326cb07f1c55d04ed7730bb100cf5412f5459418ef2f91a3865bd0ec,11576,public 7015 notebook output task file
task286,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,72465cb0674edb192a076ec4af3a53550f38bebd8a782a1dce9cbc2323fbcc62,56640,public 7015 notebook output task file
task287,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,cc13d8f7c4147b0f7a363d5b6b43f6b2a446cbe5b0cc16b13a910da6e24831a3,1811,public 7015 notebook output task file
task288,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8c39d5354d91425c4782f4db731a400e8694155933d87be5e678caf0b93d7cfd,2804,public 7015 notebook output task file
task289,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,051f671b58ac19149c4c5c43f6e710517f2530e09aeadea7ab3b33d7dbb5d41a,1238,public 7015 notebook output task file
task290,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,98d9f06dbc0479a94be0df405fc4356259097ea03def8320be95dc795cb2caee,1427,public 7015 notebook output task file
task291,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b2212d14a2771cebf2412302becf28e9858259ae9b190b0d39951ffdbeaf7644,449,public 7015 notebook output task file
task292,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a968a9515915ba0bb3019042eccc50c2e68adf9f35c984283f15813c04c81083,1904,public 7015 notebook output task file
task293,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8b83a94d7f62f21620ad523a9c37eb8f7bdf48c159def6323ec46f898d43055c,3136,public 7015 notebook output task file
task294,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,2fe8dc13cad1deb1a8c198888aee42d5815814b2a2df5a1ced53452f033b7add,3853,public 7015 notebook output task file
task295,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,72e9f5dee7a057e245199bb5f3aec7ef1f30ace1130fc3602745ba317068ba5b,1371,public 7015 notebook output task file
task296,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,fd254d5c85051a29dfeb4284f9ed2b36b5ea3824708959932fe94d6a74f7e02c,4494,public 7015 notebook output task file
task297,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b8b0f29df0055e36fd76a4ec5b66ab511297a84fa86c42db555676ebe312e04a,2424,public 7015 notebook output task file
task298,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,cb1fe3c729a0c45639b73d21310c33c9f8bb7ed6beebd48151601acf11ee1d65,396,public 7015 notebook output task file
task299,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,63937e8cccb8a0981bf1e4606b6807083bfab548f949e29a4243abf836467c24,473,public 7015 notebook output task file
task300,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,4cb4a0dc39209324591c31912b1e0239d6d631b46126eba9c083a5128871f642,2991,public 7015 notebook output task file
task301,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5cbf98f6d33c2a080e6c00f6ff806e2907757abfe5282aa106ad0d34e95bff18,2061,public 7015 notebook output task file
task302,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,658ece7fa00a67d9339dc9fec84b7a9fb9152c41100f810d0c85e2fd84e9d3cd,1530,public 7015 notebook output task file
task303,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7b54f4d5d4add182f0452b30c0466eceecc68b0a9faf58721cb19d3d51c071d9,1177,public 7015 notebook output task file
task304,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c43deb52a8925956783edb530e1203e211a3e593b716e906eda0ff4daecd548b,1077,public 7015 notebook output task file
task305,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,52407df10596663f64b88d9a4a4aea2a4bfbf0078de38816663ed344165e3bbf,3251,public 7015 notebook output task file
task306,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,874cc107c1dd7d3ac12c2007c036a6138427308708a87ba639a8697740e8ef8b,1498,public 7015 notebook output task file
task307,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,56955386dbd6988f9e27af533d96825185683e229ceaf0280793dea8c5d5b155,206,public 7015 notebook output task file
task308,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,64e801ea1a1ebeed7198d34a98f05adf6e20b53af5e52fc5e90e63c279bc95de,5369,public 7015 notebook output task file
task309,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a29ce85d91d073cd1e01832b27594b196b120a63013575d1527043b427cd5f1e,195,public 7015 notebook output task file
task310,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,ef423c31c7a199a105d1d541c9d5fa90e2914d8987f6cac16433d36f87f47018,2957,public 7015 notebook output task file
task311,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8a8bb252fcc29837d78942dc1a2763c253baae7d2232ada79ed87c67d8073039,420,public 7015 notebook output task file
task312,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e34e78a1f9514b4d1cbcbc936a665ca33aa4d02902b47fb0208e24a9f9d4d035,271,public 7015 notebook output task file
task313,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,881ced02cecbd7c22aa64b89a06168f186df3d4be047f83acf0936c6f9813695,1064,public 7015 notebook output task file
task314,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,91294db3a76db1cf55efd0eeb6e6c475503684a7d282ec1b5611be5a48729242,625,public 7015 notebook output task file
task315,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c949139725d6492da4802002e4608ce88f9bf8290d32c211dbf8e024a911102e,1293,public 7015 notebook output task file
task316,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,87169a9c1976a26df16f68a281f53df41e14cbd27a145dd57b94f56f84aba43c,1160,public 7015 notebook output task file
task317,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,6991c5597b423cf499a1146d43afa75e88d396b2c8d1d6efd3539e81e149235b,697,public 7015 notebook output task file
task318,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,0bfa37796a89ad38a7655d8e98dbb256aba81674632133fbae9b8b9a137c49fe,605,public 7015 notebook output task file
task319,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b6368bdb9ae57d87e374b5c65cca3658881316d458c5a0b9dac4d8f6790279d9,38835,public 7015 notebook output task file
task320,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,793240b0b28b488a072581924ed92941f63c177edf092ed931a5f525b0eb0a74,2977,public 7015 notebook output task file
task321,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,1ec138f2d3eb7c3bff39f95ed07c6c92c2c570be38055787e8feacfe2febf703,1418,public 7015 notebook output task file
task322,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f9625be22bba6717281a52ec13ef7747cbe8064618690490d8259159db56760e,920,public 7015 notebook output task file
task323,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,ea2c880d03fbfcdd8327fa621a61a761523703c29728f16060798bcba484531c,1557,public 7015 notebook output task file
task324,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,2252e79cae2f3b08e565f9dd7548eab9b7495636ad17aaac2647bde9ad854943,7518,public 7015 notebook output task file
task325,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,4c2e25983c1ca759266c05c7021903444f16523da3626cb5f9c662ccd29308fc,2119,public 7015 notebook output task file
task326,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5e386d31e01e3f7cbf3fd025115ebf3d82c20522e73941921053e5cb8bb1778c,314,public 7015 notebook output task file
task327,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b7b15795bbfb580140f78a1cf666faac748311a7d8befafed2d82096a382db6a,854,public 7015 notebook output task file
task328,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,0c8e768552609cbd21ce5fc6dec6f0a85b6a41ba68129324f3e1f3980255401f,20358,public 7015 notebook output task file
task329,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,2d3a7bbf6b2f2f47ed5835b7e0f9a1b2be6aa6e40c228ce825c65871e91645dd,1155,public 7015 notebook output task file
task330,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7c7392dd504110103c015c8412f1493a49dee80df5a370c66b26c91558188a1c,2257,public 7015 notebook output task file
task331,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b5df4c3a8eba5bbda8da79eb463fde4bdfade0968390fe7d019284ea2bc31055,3859,public 7015 notebook output task file
task332,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,0c7a2636e16fd7ba37f7c8e55987ef4050b143f931102bd442fb6bb7a513460a,1599,public 7015 notebook output task file
task333,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,aa38acb6a6cace1471da861d62793e98a112ecd36130afae89c33fbc19d10383,11387,public 7015 notebook output task file
task334,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,975c7e2516afe0f42367a4e10b1052ee9376a7d4782a2f7c5191b36eb77c9d02,1567,public 7015 notebook output task file
task335,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a3e4f79b101addf07f56136403b1f55850efdf094a6e42c5e25608ce2f1a1ee2,4355,public 7015 notebook output task file
task336,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,d126f67c2babdfc65508295dee22297b99bc098232752589d2a77c008ce3b6db,7169,public 7015 notebook output task file
task337,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e3cdb7f413a8af7ae8c63da315012cd4692c6084835fb527490a6e524d8f0635,143,public 7015 notebook output task file
task338,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,779c8115f2ba918057c80327f295d7e392eedcdcc1813e20daa82c970daef1e3,13095,public 7015 notebook output task file
task339,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,829550bb68159f8fe1ce13645b1bdd74c87d8d8f54fd3b3b9755ba1f7bf7ae92,699,public 7015 notebook output task file
task340,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,d8d896d2b803960828d367b4cbbd5114082f1033a3050eb63fab59f2af2ad834,12365,public 7015 notebook output task file
task341,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,fcee7182ad6a113f770a4504659526920043887e91e7004f259ea2b01134b9a7,2265,public 7015 notebook output task file
task342,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,4e4ea16a601d249473836dbf0a9f26ab6583020c44ba89b4ec7902b828a7b81c,3530,public 7015 notebook output task file
task343,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3b1435e73a86e7c582b76d6a68fea801f0137c63d1ac3832e6eed83ca107e109,3497,public 7015 notebook output task file
task344,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,60b721e8d62197c58d9fd25424832cde07e54d789c0e3f10b093f677c7961847,3834,public 7015 notebook output task file
task345,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e890ad707fae08730ed1411af9e3da53e716328922ce416631d253632731dd96,2472,public 7015 notebook output task file
task346,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,2ebe6886be6c07f72bea7a3b614b2b979768cbbd99edef242d71c86d88af478a,2850,public 7015 notebook output task file
task347,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,12d173701db38bc50e1a06fcbc76648c0009ea658f756c3fbba8fd1003a992c7,792,public 7015 notebook output task file
task348,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,1108b16ac0accd91fbe50ab60f811d34fab8d36209ff6119c2bced588fe78796,1995,public 7015 notebook output task file
task349,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,64da751a429f3f6926f0d0e6daafb6eef3b593af52bc692da8301cca91dd04cf,4244,public 7015 notebook output task file
task350,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5ce2813549139d3bde0c083b04f8e02458dfa6c250b57670e11e91875e39ad93,1921,public 7015 notebook output task file
task351,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,817a0249e6d7c229a9878bc65250d990cbbb42a38b76f4b9134c14d9fd35c112,1223,public 7015 notebook output task file
task352,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7e1e11e49412d1b5c391f3bb4df9c5a93f1e826c787aac857f91ceac745a4d17,2092,public 7015 notebook output task file
task353,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5c5623ce738a1e7ee37fd5ba4ce2b5f27ce2f5d5f12824e08dfc83d79f23a071,1305,public 7015 notebook output task file
task354,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,2805ff512d1de1ca69e7d40d2c660583946d241cec56aa7d77016c8955e34a2f,4403,public 7015 notebook output task file
task355,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3643fe56a7560eb0d7323a77c8288b4b994ed309a4e238ca39617dec06d3c7ca,4785,public 7015 notebook output task file
task356,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,24e9acdd6b1002612e9f26807572e0509780a13c22a7502c9e67d7a87d69306c,1178,public 7015 notebook output task file
task357,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,aa2e6a783ee448c5920f430044b4d60e7f1b24865562c676d93c8c3237168058,926,public 7015 notebook output task file
task358,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,720a65d3345d4f21658142b58088679b46d7f609a061f5388a8ab6fcf7d0cd6b,4494,public 7015 notebook output task file
task359,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7e87e6ce6da289dfa2ac957112994d943ba415eb6b2b9dbb734d2a3bf7bf1f6b,2130,public 7015 notebook output task file
task360,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8ef438c032e15f0701ca184a2995915bbd4d03bad58d1568bc136043ee4dd6e8,1634,public 7015 notebook output task file
task361,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,ccd118c56f957e7db75380f2dfc2ee46dda7e6217706a20e7e29c5624480df61,5680,public 7015 notebook output task file
task362,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b8dee60f7de2d1db2e86ca11973e26c3d298c74384cc798cba5bff359d29c3a8,1825,public 7015 notebook output task file
task363,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,cb1d9eeabb02280cc415308be38e694e65e2e2fb4f38c65b4242ee826db0aad7,6493,public 7015 notebook output task file
task364,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,bf36b17204a1add1196820dcd0d1bd2567a2a90e91eb022b3a77242254e0b056,5397,public 7015 notebook output task file
task365,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3975f648e8b509f9801879da03e84c9eb7589f1393df10ee4a8f6030994f0bf9,7087,public 7015 notebook output task file
task366,false,not included in public 395-file output,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,,,Kaggle accepted original public output despite missing task file
task367,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,44e0cb04a1d3f39dc4072278cac782732da3565999f02d0a7d3a8298f66dd62d,7572,public 7015 notebook output task file
task368,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,75e99f23a0acbb786530f6a8e150d85e7d47e79e9a8f99003d73c3132d386e08,9863,public 7015 notebook output task file
task369,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,6a2054011e701c074f75b77ec6311b395b059d862c3b18836e9af081322a96ab,1027,public 7015 notebook output task file
task370,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8012092bd8dce790c20a7cf9aebb61f3b2c5d595b5209c3e0f4b7aff05251dda,9987,public 7015 notebook output task file
task371,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,62e99f09826f2b72f91711dcce6d933dd39081ce76ecee738a6ddb61758b71b0,1395,public 7015 notebook output task file
task372,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e80771f0f7b8440f457c8ac7423250344ab4f757b18ce148c1bd5644377fc21a,3057,public 7015 notebook output task file
task373,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8edd396f7ebbf71a21da16f7b09e414f2a8b583c9966d48216d566c4ed9c7c76,453,public 7015 notebook output task file
task374,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,12bcae1ef705533654fdc96cc90b2baa7f96f8a195a4b90428c1385140343434,3069,public 7015 notebook output task file
task375,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,66c90b8c46e6a85359b68071fff410815f6954292e46246e2a2ac8cb6eaa08a1,1747,public 7015 notebook output task file
task376,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,14506879a045351038068a19c160ca2ebfc57213fa8ad2412935be9b47244eca,777,public 7015 notebook output task file
task377,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,221eb2fea3ec3d56e736e6ff26a142a8df43a3cb60068407cf3556331567ec84,3979,public 7015 notebook output task file
task378,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,aa51e44be80829b9bf115fc51c89ca04210b11fba6b295d6148767f30108a101,13011,public 7015 notebook output task file
task379,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3d3cee14672187b624a56b1cf8acb29802a2a218c7cf2280c209189bfd60d59c,12553,public 7015 notebook output task file
task380,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,d7e7210306b713a5974c74d3f8ab4da6d918fb601bf1314d3d8847f23aa6b364,616,public 7015 notebook output task file
task381,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,283fc302bd210990c334837a8420f25a1772041b641fe662d8f7b18fc11b4ca9,1888,public 7015 notebook output task file
task382,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,9b4e74daae39ee22e37642242ae42318458fcecea92ff8edd7e4750f23d32daa,7130,public 7015 notebook output task file
task383,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3dc80dfd26304a3628cdf3b214da59561614f6ed917e86d137c19635b796c628,5472,public 7015 notebook output task file
task384,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,630de97953c72630ffe1733e5cac5b93ce8fc8271a09f66916b7f9ac1f3046ed,2087,public 7015 notebook output task file
task385,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,333305b696f1de6b59fac450064658072d3c4834b231a2ae175ef1955f9ffac1,412,public 7015 notebook output task file
task386,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,454df939c0621578a2dcd658c41a6909950c13edd425233bc68711b54b1d7422,814,public 7015 notebook output task file
task387,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e6eee04c828868f8d33616414ada5e8a70d709a6122b77c42aebb2523bc41592,5210,public 7015 notebook output task file
task388,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,1fa3e801798de1596b822db7868a3ebecd0431bc2b99b5eb41825ac3b463dd55,5332,public 7015 notebook output task file
task389,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e755502d481beebaac7412405810ae7e5de7353bd2f29029e0cccb43cda8e6be,973,public 7015 notebook output task file
