path,output_path,node_count_before,node_count_after,initializer_count_before,initializer_count_after,parameter_count_before,parameter_count_after,removed_unused_initializers,deduplicated_initializers,scalar_compressed_initializers,replaced_batch_compresses,saved_parameters,changed,status,error
E:\kagglegolf\data\external\datasets\afr1ste_6335\task257.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task257.onnx,5,5,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task258.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task258.onnx,8,8,4,4,1020,1020,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task259.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task259.onnx,63,63,0,0,0,0,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task260.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task260.onnx,198,198,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task261.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task261.onnx,20,20,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task262.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task262.onnx,9,9,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task263.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task263.onnx,161,161,29,27,54,52,0,2,0,1,2,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task264.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task264.onnx,118,118,40,40,854,774,0,0,1,1,80,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task265.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task265.onnx,36,36,14,13,132,131,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task266.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task266.onnx,123,123,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task267.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task267.onnx,24,24,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task268.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task268.onnx,182,182,52,18,110,76,0,34,0,1,34,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task269.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task269.onnx,26,26,15,12,31,28,0,3,0,2,3,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task270.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task270.onnx,47,47,22,21,85,84,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task271.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task271.onnx,32,32,9,9,62,62,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task272.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task272.onnx,9,9,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task273.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task273.onnx,54,54,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task274.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task274.onnx,38,38,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task275.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task275.onnx,261,261,26,26,2773,2773,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task276.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task276.onnx,2,2,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task277.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task277.onnx,79,79,16,15,1052,1051,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task278.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task278.onnx,25,25,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task279.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task279.onnx,45,45,10,10,288,288,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task280.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task280.onnx,237,237,294,55,1028,253,7,232,0,1,775,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task281.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task281.onnx,55,55,10,9,45,35,0,1,0,1,10,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task282.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task282.onnx,5,5,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task283.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task283.onnx,55,55,3,3,902,3,0,0,1,1,899,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task284.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task284.onnx,164,164,15,10,73,68,0,5,0,1,5,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task285.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task285.onnx,19,19,13,13,24355,24355,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task286.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task286.onnx,146,146,15,15,1296,1296,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task287.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task287.onnx,20,20,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task288.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task288.onnx,74,74,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task289.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task289.onnx,40,40,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task290.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task290.onnx,30,30,0,0,0,0,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task291.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task291.onnx,196,196,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task292.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task292.onnx,401,401,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task293.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task293.onnx,70,70,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task294.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task294.onnx,8,8,4,4,102,102,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task295.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task295.onnx,37,37,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task296.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task296.onnx,9,9,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task297.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task297.onnx,32,32,9,8,67,66,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task298.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task298.onnx,36,36,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task299.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task299.onnx,24,24,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task300.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task300.onnx,52,52,1,1,1,1,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task301.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task301.onnx,52,52,9,8,94,84,0,1,0,1,10,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task302.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task302.onnx,41,41,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task303.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task303.onnx,17,17,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task304.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task304.onnx,33,33,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task305.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task305.onnx,123,123,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task306.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task306.onnx,27,27,16,15,58,57,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task307.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task307.onnx,48,48,1,1,1,1,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task308.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task308.onnx,60,60,17,16,113,109,1,0,0,0,4,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task309.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task309.onnx,2,2,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task310.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task310.onnx,61,61,1,1,1,1,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task311.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task311.onnx,16,16,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task312.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task312.onnx,11,11,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task313.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task313.onnx,34,34,12,12,4547,4547,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task314.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task314.onnx,22,22,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task315.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task315.onnx,35,35,2,2,2,2,0,0,0,2,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task316.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task316.onnx,125,125,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task317.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task317.onnx,16,16,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task318.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task318.onnx,26,26,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task319.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task319.onnx,19,19,11,11,7599,7599,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task320.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task320.onnx,9,9,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task321.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task321.onnx,33,33,14,14,101,86,0,0,1,2,15,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task322.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task322.onnx,32,32,23,14,105,96,0,9,0,0,9,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task323.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task323.onnx,22,22,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task324.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task324.onnx,20,20,11,11,22913,22913,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task325.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task325.onnx,85,85,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task326.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task326.onnx,9,9,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task327.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task327.onnx,38,38,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task328.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task328.onnx,140,140,21,20,6469,6468,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task329.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task329.onnx,22,22,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task330.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task330.onnx,487,487,165,164,3042,3041,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task331.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task331.onnx,8,8,4,4,408,408,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task332.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task332.onnx,74,74,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task333.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task333.onnx,38,38,15,13,52,50,0,2,0,1,2,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task334.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task334.onnx,30,30,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task335.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task335.onnx,37,37,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task336.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task336.onnx,13,13,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task337.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task337.onnx,2,2,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task338.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task338.onnx,98,98,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task339.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task339.onnx,27,27,16,13,32,29,0,3,0,2,3,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task340.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task340.onnx,83,83,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task341.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task341.onnx,46,46,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task342.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task342.onnx,230,230,4,4,62,62,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task343.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task343.onnx,491,491,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task344.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task344.onnx,5,5,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task345.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task345.onnx,59,59,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task346.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task346.onnx,13,13,6,6,1003,1003,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task347.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task347.onnx,14,14,13,13,53,53,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task348.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task348.onnx,35,35,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task349.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task349.onnx,103,103,35,34,142,141,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task350.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task350.onnx,25,25,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task351.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task351.onnx,17,17,6,6,8,8,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task352.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task352.onnx,5,5,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task353.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task353.onnx,75,75,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task354.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task354.onnx,42,42,26,24,253,251,0,2,0,1,2,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task355.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task355.onnx,55,55,13,12,134,115,0,1,2,1,19,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task356.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task356.onnx,33,33,8,8,144,144,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task357.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task357.onnx,154,154,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task358.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task358.onnx,136,136,33,31,564,446,0,2,4,1,118,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task359.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task359.onnx,51,51,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task360.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task360.onnx,41,41,4,4,7,7,0,0,0,2,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task361.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task361.onnx,67,67,18,17,260,259,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task362.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task362.onnx,32,32,12,12,145,46,0,0,1,1,99,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task363.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task363.onnx,3002,3002,2935,668,6982,2463,7,2260,0,0,4519,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task364.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task364.onnx,129,129,27,26,46,45,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task365.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task365.onnx,227,227,12,12,78,78,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task366.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task366.onnx,2597,2597,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task367.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task367.onnx,109,109,27,27,6406,6406,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task368.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task368.onnx,207,207,25,23,52,50,0,2,0,1,2,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task369.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task369.onnx,43,43,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task370.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task370.onnx,342,342,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task371.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task371.onnx,103,103,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task372.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task372.onnx,25,25,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task373.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task373.onnx,1227,1227,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task374.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task374.onnx,304,304,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task375.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task375.onnx,848,848,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task376.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task376.onnx,291,291,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task377.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task377.onnx,220,220,16,16,2139,2139,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task378.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task378.onnx,126,126,41,41,164,164,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task379.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task379.onnx,1263,1263,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task380.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task380.onnx,16,16,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task381.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task381.onnx,39,39,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task382.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task382.onnx,372,372,26,26,10937,10937,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task383.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task383.onnx,273,273,51,17,109,75,0,34,0,1,34,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task384.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task384.onnx,48,48,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task385.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task385.onnx,1,1,1,1,30,30,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task386.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task386.onnx,16,16,13,13,53,53,0,0,0,1,0,True,rewritten,
