path,output_path,function_nodes_inlined,functions_removed,nonstandard_opsets_removed,status,error
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task240.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task240.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task241.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task241.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task242.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task242.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task243.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task243.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task244.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task244.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task245.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task245.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task246.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task246.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task247.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task247.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task248.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task248.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task249.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task249.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task250.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task250.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task251.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task251.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task252.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task252.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task253.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task253.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task254.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task254.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task255.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task255.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task256.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task256.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task257.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task257.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task258.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task258.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task259.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task259.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task260.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task260.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task261.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task261.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task262.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task262.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task263.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task263.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task264.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task264.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task265.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task265.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task266.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task266.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task267.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task267.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task268.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task268.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task269.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task269.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task270.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task270.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task271.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task271.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task272.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task272.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task273.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task273.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task274.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task274.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task275.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task275.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task276.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task276.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task277.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task277.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task278.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task278.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task279.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task279.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task280.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task280.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task281.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task281.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task282.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task282.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task283.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task283.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task284.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task284.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task285.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task285.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task286.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task286.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task287.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task287.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task288.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task288.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task289.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task289.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task290.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task290.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task291.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task291.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task292.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task292.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task293.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task293.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task294.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task294.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task295.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task295.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task296.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task296.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task297.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task297.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task298.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task298.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task299.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task299.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task300.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task300.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task301.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task301.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task302.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task302.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task303.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task303.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task304.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task304.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task305.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task305.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task306.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task306.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task307.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task307.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task308.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task308.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task309.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task309.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task310.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task310.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task311.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task311.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task312.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task312.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task313.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task313.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task314.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task314.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task315.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task315.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task316.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task316.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task317.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task317.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task318.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task318.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task319.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task319.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task320.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task320.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task321.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task321.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task322.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task322.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task323.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task323.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task324.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task324.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task325.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task325.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task326.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task326.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task327.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task327.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task328.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task328.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task329.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task329.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task330.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task330.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task331.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task331.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task332.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task332.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task333.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task333.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task334.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task334.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task335.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task335.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task336.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task336.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task337.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task337.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task338.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task338.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task339.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task339.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task340.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task340.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task341.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task341.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task342.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task342.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task343.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task343.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task344.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task344.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task345.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task345.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task346.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task346.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task347.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task347.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task348.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task348.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task349.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task349.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task350.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task350.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task351.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task351.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task352.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task352.onnx,0,0,0,unchanged,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task353.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task353.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task354.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task354.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task355.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task355.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task356.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task356.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task357.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task357.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task358.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task358.onnx,1,1,1,inlined,
E:\kagglegolf\submissions\candidates\GOLF_20260607_004_public_notebook_full_replace\onnx\task359.onnx,E:\kagglegolf\data\interim\beicicc_6645_inline\GOLF_20260608_030_beicicc_inline_full\task359.onnx,0,0,0,unchanged,
