Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
629,14402502,MohammedSwelem1,"2025-09-19 00:35:01",880211.000,1,mohammedswelem1
630,14382078,"Ilya Turaev","2025-09-21 09:14:06",880048.003,2,ilya2raev
631,14387561,mqxx,"2025-10-29 17:34:28",879149.000,15,"chunlaiwu,qiyii7,sunyxin,zhengwenfeng"
632,14229132,"Benjamin Kovacs","2025-09-22 07:00:00",878031.007,1,benjaminkovacs
633,14345878,"Nelson Daniel","2025-09-22 05:01:02",874977.000,7,mkdirsrc
634,14415353,"Alexander R Luz","2025-09-23 03:08:25",872735.000,3,alexanderrluz
635,14379782,"Ayushi Bhandari","2025-10-30 23:21:58",870339.002,46,ayushibhandari26
636,14226049,Golfer_ck,"2025-10-27 21:10:14",867614.000,3,ckskaggle
637,14216791,mynameisjeff,"2025-08-20 10:25:12",866740.003,32,"hieulee,minhtungnguyen8021"
638,14268218,CorneliusRising,"2025-09-18 12:26:16",866185.019,107,corneliusrising
639,14348353,"Anoop Sabir","2025-10-28 06:01:15",858170.000,2,anoopsabir
640,14264223,Kendamarron,"2025-09-08 22:10:49",854760.001,29,kazuhirokuriyama
641,14288882,"danielle Ange","2025-10-17 22:49:14",853438.000,14,danielleange
642,14473265,"Lichang Liang","2025-10-27 12:13:42",852341.000,20,lichangliang535
643,14375478,Satoshi_SsSs,"2025-09-30 16:17:13",852237.009,65,satoshissss
644,14518839,LEEGIY,"2025-10-14 16:18:20",852153.000,4,leegiy
645,14527156,naoya,"2025-10-14 23:35:04",851425.000,2,naoyay
646,14461682,"Neel Djofang","2025-10-01 00:47:27",848968.000,1,neeldjofang
647,14225880,elmafia,"2025-10-30 22:22:39",840624.000,351,tumbarell
648,14206208,Sup-a-solv-a,"2025-08-18 02:58:43",840186.019,30,sethmoudry
649,14247079,CQUPT_CZL,"2025-09-30 08:00:51",837796.000,3,cquptczl
650,14411243,TiHAOCHAN,"2025-09-24 02:41:52",829713.000,2,tihaochan
651,14378782,"Mikołaj Sacha","2025-09-15 12:47:58",826453.035,6,mikolajsacha
652,14254400,"Marco Casparriello","2025-09-06 15:23:13",826148.002,51,marcocasparriello
653,14213381,CucaSF,"2025-08-23 17:58:40",823527.033,23,cucasf
654,14247475,ryuusukekun,"2025-10-13 12:47:35",822995.013,6,ryuusukekun
655,14455760,"David V","2025-10-16 04:26:53",820496.000,15,davidrv000
656,14397173,"Scenery SunFireInk","2025-09-18 01:38:12",820002.039,1,scenerysunfireink
657,14208861,"[Deleted] ab315f53-6ee4-4f32-85e8-c3f241ab2392","2025-09-16 01:12:43",819265.002,3,del=43999be63defacd2
658,14199697,pushkin05,"2025-09-16 19:35:35",819265.002,3,pushkin05
659,14372360,"Siddharth Kaushik","2025-09-19 10:53:52",819265.002,7,siddharth776
660,14352957,"Arshad Shemil k","2025-09-15 17:37:12",819255.002,1,arshadshemilk
661,14388889,dnipro,"2025-09-16 16:41:45",819255.002,1,onedash
662,14389551,"Garima Singla44345","2025-09-16 19:44:05",819255.002,1,garimasingla44345
663,14297676,"S .Iwata","2025-09-14 15:27:33",819231.003,9,"hikarufukui,shunsukeiwata2128668"
664,14380704,SherlockAllanChen,"2025-09-15 11:38:32",819231.002,2,allanchen2024
665,14361039,"Dhana Abhiraj","2025-09-15 02:32:52",819231.002,3,dhanaabhiraj
666,14383948,"Ananya Kaushal","2025-09-15 17:10:54",819231.002,1,ananyakaushal
667,14475604,"Karl #2","2025-10-04 10:10:08",819231.002,4,karl0215
668,14342437,hdv250202,"2025-10-04 13:47:23",819231.002,1,hdv250202
669,14497182,"Akriti Singh @08 ","2025-10-08 11:38:34",819231.002,1,akritisingh08
670,14226870,"Roy Lampe","2025-10-06 12:45:50",818520.000,22,roylampe
671,14230084,uoscar,"2025-10-25 19:37:39",815619.000,6,uoscar
672,14376703,Jaso1024,"2025-09-13 22:07:15",815241.003,2,jaso1024
673,14196040,"David List","2025-09-13 06:54:45",799972.006,57,davidlist
674,14573047,"Troy Fields","2025-10-30 21:05:04",798830.000,7,troyjfields
675,14230520,goosehaaan,"2025-08-16 17:53:22",793480.005,7,goosehaaan
676,14228616,"Tomasz Piwowarczyk","2025-09-14 11:00:34",793345.000,52,tomaszpiwowarczyk
677,14216919,BlueSky_sora,"2025-10-27 15:01:17",791599.006,1,blueskysora
678,14342453,"AYUSH KUMAR(Alpfha)","2025-10-01 12:54:51",787399.003,5,"ayush225,ayushkumaralpfha"
679,14306596,"Idea Stormers","2025-10-17 10:20:39",780977.017,34,"pamodadilranga,vihindikotalawala"
680,14514487,CAB314,"2025-10-11 15:58:28",779164.000,2,cabbageburger
681,14373109,"zy (brealid)","2025-09-12 16:46:48",771438.000,1,zybrealid
682,14293261,"Amon Kizawa","2025-09-09 03:53:49",762421.017,20,amonkizawa
683,14318215,ll,"2025-09-24 22:24:56",762082.007,14,sergeevii123
684,14372193,"Lei Ming","2025-09-12 12:53:40",752514.003,2,reigns10086
685,14398173,"Alex D","2025-10-14 08:54:26",746663.000,7,alexdunegan
686,14233476,"Ilmari Vahteristo","2025-08-09 13:14:01",743982.003,3,ilmarivahteristo
687,14361646,"Gleb Anferov","2025-09-09 22:47:02",739405.018,2,hitman47
688,14351601,Tia_0311,"2025-09-08 22:28:12",737616.018,2,owo123456
689,14229564,"Byte Me","2025-09-06 19:38:10",737616.018,12,"gauravnandan881,rynemac"
690,14357902,"ge yk h_h","2025-09-09 03:51:44",737616.018,1,geykhh
691,14369172,weiwei.pan,"2025-09-11 14:34:47",737616.018,2,panweiw
692,14580128,moat,"2025-10-22 20:57:29",737616.018,1,itigo10303
693,14233405,"angelee morquin","2025-09-05 21:54:05",737616.018,38,angeleemorquin
694,14327720,"Yi-Chia Chen","2025-09-08 04:52:14",737616.018,2,threerabbits
695,14353157,"The Pwo","2025-09-08 16:38:37",737616.018,4,thepwo
696,14340732,成吉思汗,"2025-09-11 10:20:48",737616.018,1,jddhhdh
697,14370686,snoozingnewt,"2025-09-12 02:12:43",737616.018,3,snoozingnewt
698,14363119,阳光开朗大男孩,"2025-09-12 06:21:51",737616.018,1,wqx20000115
699,14353507,WanHin,"2025-09-13 07:13:23",737616.018,3,wanhin
700,14340927,shoji,"2025-09-05 14:31:41",737616.018,1,shoiwa
701,14339233,"Carter Tran","2025-09-05 17:02:22",737616.018,1,cartertran
702,14343435,"Rive Chen","2025-09-06 11:48:04",737616.018,1,rivechen
703,14365962,"Nu Hoang","2025-09-10 20:08:14",737616.018,1,thinnhong
704,14236860,"the monARChs","2025-09-01 18:07:47",737491.016,7,"levinms,niceguy0104,tanetisanjay,theperiperi"
705,14335425,"Oussama Abdaoui","2025-09-04 07:18:49",737201.018,1,oussamaabdaoui
706,14198881,"Fedor Grigorev","2025-09-04 18:27:22",737201.018,7,fedorgrigorev
707,14327325,xcape74,"2025-09-02 09:04:41",735367.019,1,xcape74
708,14279056,Leisurely123,"2025-09-02 11:19:41",735367.019,11,leisurely123
709,14297942,"Zie Chan","2025-09-02 15:19:33",735367.019,3,ziechan
710,14195919,"GolFRs ⛳️🇫🇷","2025-10-20 15:07:59",732102.001,16,"cupoftea,gaubian,mathishammel,pierretestart,redelghazi"
711,14265017,"Zihe Wang","2025-09-01 16:51:53",730928.016,41,zihewang123456
712,14511339,"Hongli Jiao","2025-10-23 07:14:33",730515.021,60,jackyjiao
713,14194621,Aphrodite,"2025-10-15 01:02:34",730515.021,15,aphrodite874
714,14511334,"Hongfei Jiao","2025-10-22 23:26:05",730515.021,24,hongfeijiao
715,14322234,"Toan Doan","2025-09-01 13:35:57",728769.017,2,tononnh
716,14231168,NQQ,"2025-10-14 03:43:23",726578.075,37,"khngqungb22dccn654,nvquang2k3,pearpn25"
717,14403274,"Fidencio Monroy","2025-10-21 07:45:34",724632.004,4,fmonroy
718,14238771,Doctor,"2025-09-04 22:00:34",721286.020,25,vuk1998
719,14246686,"Roy Lo TW","2025-09-08 09:49:20",719220.020,3,"liuyingyen,roylotw,tunkaiyang"
720,14319928,sim1n9,"2025-08-31 07:32:40",710938.016,1,sim1n9
721,14425470,BLVD,"2025-09-27 10:18:18",708159.000,6,"deraralnakeb,martincolot"
722,14517492,"MOHAMMADJAFAR ZAMANI","2025-10-30 03:33:52",707030.000,323,mohammadjafarzamani
723,14240745,"Jinsu Son","2025-10-13 07:18:40",704931.063,103,jinsuson
724,14292571,"Muhammed Ömer ERKOÇ","2025-08-30 15:33:20",697703.013,3,momerer
725,14196250,"Power of a Tourney","2025-10-30 17:41:29",687213.035,51,christoferohlsson
726,14209526,DePie,"2025-08-28 02:36:06",684908.011,65,phucthaiv02
727,14207428,George.Z,"2025-08-28 07:43:22",677728.013,1,persistz
728,14311559,"Kartik Garg","2025-08-28 10:40:56",677725.013,1,bigochampion
729,14314582,"Saif Ali77","2025-08-29 16:16:55",677725.013,1,saifali77
730,14235569,airomance,"2025-08-29 13:53:13",677090.013,16,airomance
731,14249650,"Anthony Chiu","2025-08-16 08:33:46",676646.013,9,kingychiu
732,14269071,guanjingwang,"2025-08-27 08:07:53",675424.013,2,guanjingwang
733,14309417,"Vladislav Averett","2025-08-27 17:41:26",675424.013,1,lenferdetroud
734,14229863,Federico,"2025-08-24 16:09:16",672736.006,18,federicozb
735,14305821,lkevincc,"2025-08-27 04:58:00",664798.010,3,jjsdfd22
736,14236583,TheDarkHole,"2025-08-26 20:47:27",663741.010,5,deepblack
737,14194856,"Tetsuro Tsuda","2025-08-15 17:39:12",653494.113,61,katsuyanomura
738,14295879,"Radu Ghenea","2025-08-24 19:56:20",649667.013,2,radughenea
739,14288409,"Chu-Hsuan Abraham Lin","2025-09-06 15:56:36",649653.119,5,chuhsuanabrahamlin
740,14287074,"Trial and Success","2025-08-28 21:45:10",649653.014,3,"celiksemih,emrahyigit"
741,14292938,"Alberto MV","2025-08-23 20:17:46",649653.013,1,albertomv
742,14257719,r-4981,"2025-08-21 15:42:11",649653.013,2,arusyukuhai
743,14283789,Holsoul,"2025-08-22 07:31:20",649653.013,4,holsoul
744,14344865,"Ahmed Karim","2025-09-06 16:01:44",649653.013,6,versusic
745,14376428,"Kazi Aishikuzzaman","2025-09-13 19:02:51",649653.013,1,kaziaishikuzzaman
746,14285803,TuMinhDang,"2025-08-21 13:00:31",649653.013,1,darkswordmg
747,14279962,BogdanNet,"2025-08-22 11:43:27",649653.013,2,bogdanturbal
748,14291799,.,"2025-08-23 14:48:35",649653.013,1,robertjoo
749,14293380,"Billy Toth","2025-08-24 00:53:13",649653.013,1,willtoth
750,14250404,"Dimas Pasha Akrilian","2025-08-24 07:13:07",649653.013,51,dimaspashaakrilian
751,14351151,JamesLearnsToCode,"2025-09-10 08:30:01",649653.013,8,james8lo
752,14230911,"Faruk Beygo","2025-08-21 13:51:20",649653.013,4,"farukece,sindhujatiwari"
753,14243598,"dragon zhang","2025-08-23 13:20:13",649653.013,3,dragonzhang
754,14216589,"SUJIB BARMAN","2025-09-01 23:38:44",649653.013,2,cardata
755,14285389,Alok,"2025-08-23 19:43:38",649653.013,5,alokevil
756,14279032,DECEM,"2025-08-22 10:06:53",649564.013,3,zy1343930734
757,14196356,sb3,"2025-08-21 08:07:09",648793.002,20,tkc6022
758,14284216,Kenj,"2025-08-21 14:32:52",647417.120,4,kiritoooooooo
759,14292491,"Dry Sponge","2025-08-24 21:10:55",645195.121,6,drysponge
760,14225501,"Sefineh Tesfa","2025-09-12 08:28:38",643719.000,82,sefinehtesfa
761,14212705,"Panagiotis Toloudis","2025-08-22 09:25:46",642486.016,2,panagiotistoloudis
762,14245878,cm391,"2025-08-15 19:00:43",641971.010,17,mccocoful
763,14251743,"Wonjin Nam","2025-09-03 04:35:03",640393.013,1,wonjinnam1201
764,14194918,Liah,"2025-08-19 06:14:35",640225.123,83,bibanh
765,14212370,curiosity,"2025-08-19 20:00:07",640225.014,3,chmffwn1
766,14297416,rara-kiyo,"2025-08-25 07:48:20",634602.125,1,rarakiyo
767,14280740,Guehak,"2025-08-20 14:58:22",633236.016,2,hakimguedjou
768,14330289,__,"2025-09-03 00:37:27",622953.131,1,higenkoku
769,14228553,"Kevin Zhu","2025-08-23 18:27:12",617866.133,4,zhukv98
770,14294061,jade290395,"2025-08-24 07:23:20",611453.136,1,jade290395
771,14208884,Gui,"2025-08-20 09:19:12",611386.136,6,asdasdsadsa
772,14226789,"Praneeth Palugula","2025-08-21 05:11:51",611386.136,14,praneethpalugula
773,14264367,lucvan68,"2025-08-19 10:00:25",611386.136,4,lucvan68
774,14257278,Afordancja,"2025-09-10 19:52:26",610357.002,16,afordancja
775,14243103,XiaopKE,"2025-09-03 05:23:51",607348.133,7,xiaopke
776,14211506,"Maksym Manko","2025-08-17 13:57:25",607005.136,10,maxmanko
777,14194459,edsrzf,"2025-08-14 09:26:07",605121.002,189,edsrzf
778,14205836,"jialiang qiu","2025-08-20 02:25:38",601544.140,8,jialiangqiu
779,14266680,"CHEN Xiang","2025-08-17 08:30:51",601544.140,1,intoxicatinglips
780,14276245,"Krzysztof Tomala","2025-08-19 13:59:48",601544.140,1,krzysztoftomala
781,14343794,aronml,"2025-09-06 07:36:00",601544.140,1,aronml
782,14225658,Prabhpreet_Singh5,"2025-08-16 19:15:29",601544.140,6,prabhpreetsingh5
783,14314861,"Meiqi Zhang0330","2025-08-29 11:39:48",601433.004,2,meiqizhang0330
784,14202944,ianchute,"2025-09-01 00:20:29",600879.135,1,ianchute
785,14258203,Hydrazer,"2025-08-16 07:32:59",599498.002,32,hydrazer
786,14209123,"Shiva Kintali","2025-08-18 21:56:18",599490.004,6,shivakintali
787,14265760,MIQ,"2025-08-17 00:01:27",597225.004,1,ibrahimqasimi
788,14195294,yshinok,"2025-08-19 09:43:01",595105.142,24,yukishinohara0114
789,14197372,"Devin Anzelmo","2025-08-10 20:21:49",592890.080,8,devinanzelmo
790,14226447,"Joyful Dolphins","2025-10-28 22:53:24",590882.142,1,dmytrobog
791,14197493,"Quan Nguyen","2025-08-15 07:49:16",589184.142,174,quannguyn12
792,14263430,Anji_2705,"2025-08-16 09:13:32",589030.142,4,anji2705
793,14238721,"The Overfitters","2025-08-15 18:58:04",584561.142,18,"ashishbisht5995,bhuvneshsahu,vishalmaurya0906"
794,14233220,arcmax,"2025-08-14 13:33:25",577119.003,18,abdurrezak
795,14223526,Eashwar_1234,"2025-09-04 21:39:43",575349.136,13,eashwar1234
796,14217194,DeadKey,"2025-08-11 19:23:45",569481.003,2,dettki
797,14251637,"Serhii Kharchuk","2025-08-13 04:51:52",568724.004,4,serhiikharchuk
798,14253379,liying0620,"2025-08-13 12:47:32",568724.004,1,liying0620
799,14211982,"Marc Poirier","2025-08-12 08:43:09",566354.003,1,marcpoirier
800,14195588,LWOLWO,"2025-08-12 19:45:03",563309.150,19,lwolwo
801,14244664,strombom,"2025-08-11 15:21:21",560657.003,1,strombom
802,14195136,"Youssef Ouertani","2025-09-09 20:09:41",557664.002,72,"ezzeddineouertani,youssefouertani"
803,14227411,"Bod Golf","2025-10-01 12:55:09",557134.031,8,borisdjagou
804,14223286,"Funmatu Funmatu","2025-08-10 23:27:35",547005.159,1,funmatufunmatu
805,14223479,"Jagrat Patel","2025-08-08 02:44:53",544212.001,16,jagratblenderrender
806,14300429,wkdrbwnd1,"2025-08-25 23:17:57",540598.061,2,wkdrbwnd1
807,14290765,kenzout,"2025-09-02 19:13:13",499928.184,12,kenzout
808,14238870,"Max Strome","2025-08-09 22:23:05",496702.183,1,mstrome
809,14248786,"Suhrid Abrar","2025-10-26 02:58:30",491255.041,14,"ahsantariq099,nafis8284,suhridabrar,tioluwanienoch"
810,14241939,SGSS,"2025-09-12 15:29:56",490428.000,10,"matteozappia,paolopellizzoni,simonemoretti"
811,14289193,"Mikael Törni","2025-08-23 21:56:28",490367.003,3,mikaeltorni
812,14212353,"Ketan Suhaas","2025-08-24 14:01:46",490366.186,2,qondojanfaf
813,14223522,"Dmytro Fedoriaka","2025-08-09 03:57:41",490366.186,32,fedimser
814,14329987,"Ray Ashby","2025-09-06 21:15:27",487970.002,3,rayashby
815,14199466,A.K.NITHIN,"2025-10-10 20:56:58",487884.003,3,"aknithin,kishorer24"
816,14213671,"Jeremy Sequeira","2025-08-09 22:26:55",477106.004,23,jeremysequeira
817,14202445,Light,"2025-08-07 19:48:42",442834.210,25,lightmk
818,14210446,Hestu,"2025-08-22 01:03:29",441138.213,29,myeongkyuncho
819,14360025,Philfarbig,"2025-10-16 13:02:44",436547.000,234,philfarbig
820,14194530,duckyluuk,"2025-08-28 07:54:09",431823.001,34,duckyluuk
821,14236504,Skyens_,"2025-08-09 08:44:33",431074.214,1,slyens
822,14235510,"Carlos Henrique C. Matos","2025-08-10 12:52:15",431074.214,2,carlosmatos97
823,14210935,"Mohamed Hethat","2025-08-21 23:42:24",429557.003,5,mohamedhethat
824,14199042,"Oleg X","2025-08-07 19:38:31",429068.215,13,allegich
825,14226867,"Far & Away","2025-08-07 23:05:49",426812.216,17,nina2025
826,14200008,drdbdr,"2025-08-12 16:11:32",425766.002,27,drdbdr
827,14364056,YuyaSuzuki,"2025-09-16 04:47:22",418062.216,12,yututapp
828,14208611,"Ahmet Kacmaz","2025-08-09 16:41:35",415468.221,62,ahmetkacmaz
829,14225889,"Evgeniy Molozhenko","2025-08-07 11:01:00",409351.224,1,molozhenko
830,14224830,DRLiyy,"2025-08-07 05:36:47",400019.228,3,drliyy
831,14225757,"Slawek Biel","2025-08-07 08:15:30",398089.227,1,slawekbiel
832,14326613,"Neil Patel","2025-09-10 03:11:26",395272.004,23,neil564
833,14217462,Bulmenisaurus,"2025-08-21 06:40:02",393322.000,79,bulmenisaurus
834,14225158,"Ycn Liu","2025-08-07 06:04:59",392080.227,1,ycnliu
835,14226267,PlayInDarkness,"2025-08-07 09:54:04",392080.227,3,mfarfora
836,14302096,ellie_2811,"2025-08-26 09:04:06",382422.238,2,ellie2811
837,14248600,"Yihan Zhao","2025-08-26 14:08:28",375165.000,39,yihanzhao99
838,14418572,"Erum Saba","2025-10-28 15:57:33",360373.145,9,erumsaba
839,14234085,"Nimish Purohit","2025-08-19 15:04:18",349947.249,3,nimishpurohit4
840,14223551,"Millie Wu","2025-08-07 00:18:35",328844.258,1,milliewu1
841,14223848,"Sebastián Portela","2025-08-07 01:05:28",324245.260,2,sebastinportela
842,14205560,Liao,"2025-08-05 04:25:49",322855.114,3,alexanderliao
843,14475134,jhchun,"2025-10-06 09:42:07",317432.032,2,roha2i
844,14207633,DeepChonky,"2025-08-09 03:49:43",300261.003,47,edward3
845,14517377,"LV Meimei is me","2025-10-29 09:18:21",299658.033,7,lvmeimeiisme
846,14221231,$3ab1rd5h0r3,"2025-08-07 15:41:12",284650.278,1,siboxiao
847,14220786,Pavel,"2025-08-06 11:30:30",284650.278,1,no1gr8r
848,14215706,"Tino Chan","2025-08-06 15:25:39",284643.278,3,tinochan
849,14205008,"Animesh Kumar","2025-08-05 19:21:15",272670.283,8,animeshkumar187
850,14217773,Kan,"2025-08-19 13:50:45",272654.283,1,teppeisakai
851,14218934,"Denny Loevlie","2025-08-06 03:52:36",268341.285,1,dennyloevlie
852,14216407,curv5s,"2025-08-05 13:48:11",260859.288,1,curv5s
853,14424245,"Mikhail Yutman","2025-10-04 08:36:51",258937.000,8,myutman
854,14206162,Savy,"2025-08-05 00:57:56",255040.288,21,savchenko
855,14213997,jdcl945,"2025-08-07 23:58:24",251134.005,8,jdcl945
856,14210112,"Limalka Sadith","2025-08-07 01:24:09",250940.291,2,limalkasadith
857,14228271,blurrylogic,"2025-08-07 16:47:03",249670.004,1,jainam213
858,14213455,"Hira Norm","2025-08-04 23:11:34",247744.005,1,hiranorm
859,14214396,vividmind,"2025-08-05 05:55:20",246644.293,1,frozenorb
860,14219735,"Imaad Mahmood","2025-08-06 07:33:43",246644.293,1,imaadmahmood
861,14208092,AnpAn_Men,"2025-08-04 11:51:49",241209.005,3,anpanmen
862,14202652,"Junhyeong Park","2025-08-04 12:19:30",241198.295,2,junhyeongpark96
863,14209241,"Ethan Gao","2025-08-08 01:06:08",241094.005,2,ethangaozy
864,14292286,MarkV,"2025-09-08 13:50:36",234499.001,14,markvoi
865,14218349,karesz,"2025-10-27 17:32:02",230557.000,6,karesz0
866,14350675,not_today,"2025-09-19 06:37:19",193610.000,23,"aswinkumar1999,hemanthramgk,illestgansta,kaousheikjayakumar,maheshramesh1"
867,14208159,Telegolf,"2025-08-15 17:13:05",177395.001,15,"antoninperonnet,nathanroos"
868,14560739,singharjun2020,"2025-10-30 21:46:32",160565.290,3,singharjun2020
869,14441534,KhoooooshiAsmi,"2025-10-07 05:13:46",158340.000,8,khoooooshiasmi
870,14196051,"Kasper Kivimäki","2025-08-03 18:55:41",157238.001,11,kasperkivimaki
871,14329775,"Alex Schiaucu","2025-10-30 13:04:21",148195.326,20,alexsch86
872,14208765,Aderfish,"2025-08-09 11:36:45",144413.120,6,aderfish
873,14347146,"Tiny Gamma","2025-09-14 07:12:26",140495.119,5,tinygamma
874,14259056,T_T,"2025-08-21 05:25:07",130417.000,18,"eliothall,krtk0c,mhwen1,theonolaivar"
875,14245485,wanderer,"2025-09-09 18:13:55",117580.000,12,davidonyeali
876,14225085,"Stanislav Obrazcoff","2025-08-14 16:41:13",116621.007,19,stanislavobrazcoff
877,14205669,Ezra,"2025-08-03 14:41:13",115529.351,5,ezberch
878,14207936,"DongGeon Han","2025-08-03 14:41:02",115188.351,1,donggeonhan
879,14202563,kebishpius1,"2025-08-03 00:05:20",112419.352,11,kebishpius1
880,14567468,"Variation Scorpio","2025-10-21 23:13:47",110329.019,8,todd841026
881,14197177,"Hıdır Demir","2025-09-15 18:02:19",102848.354,15,hdrdmr
882,14297504,begv,"2025-09-01 21:07:32",101310.000,57,begv0212
883,14196383,Andrij,"2025-08-02 18:22:20",100743.357,2,aikhmelnytskyy
884,14459989,uef-neurIPS-2025,"2025-10-28 20:11:03",97262.000,1,joshualukak
885,14438387,"Yitzchak Damen","2025-10-04 20:40:50",93810.004,16,yitzchakdamen
886,14203848,"Razvan-Mihai Hanghicel","2025-08-02 18:01:05",91906.361,6,razvanmihaihanghicel
887,14218435,huzhang,"2025-08-27 08:58:33",91773.000,1,huzhang123
888,14341388,"Derek Li","2025-09-10 03:15:35",87030.000,16,derekli20
889,14203458,Lonnie,"2025-08-02 11:09:01",85150.364,2,lonnieqin
890,14203422,zz,"2025-08-02 07:28:40",83160.364,1,evilpegasus
891,14488999,"Pravan Gorthy","2025-10-07 01:34:12",79931.000,9,pravangorthy
892,14263437,"Chitranjan Singh","2025-08-26 23:06:47",77338.365,3,chitranjansingh
893,14230150,"Nihal Jain","2025-08-08 21:11:56",76727.366,3,eulerian
894,14213711,hyacinth-lastname,"2025-08-05 10:45:35",74716.000,7,hyacinthlastname
895,14202877,Shin7jp,"2025-08-02 03:56:52",73434.368,1,shin7jp
896,14581890,"Mrityunjai Rathore","2025-10-25 04:18:27",73260.368,2,mrityunjairathore
897,14200023,"Baseline Junkie","2025-09-20 17:51:56",71422.369,4,dolphininacoma
898,14195219,"[Deleted] 619b2f69-65b1-4832-a20e-a5be1f1ccf20","2025-08-01 17:38:48",71422.369,1,del=733c8fe13b72a400
899,14225217,"Akila Lourdes","2025-08-28 17:47:50",71367.366,2,"akilalourdes,akilanmannivannan"
900,14281321,Fernandosr85,"2025-09-21 23:20:02",70315.369,9,fernandosr85
901,14364696,"Joanna C.","2025-10-05 02:27:00",69215.369,55,joannaciesielski
902,14215343,Garv88,"2025-08-19 04:25:55",66843.370,3,garv88
903,14269608,"Kuntal Maity","2025-08-19 10:37:47",66843.370,5,kuntalmaity
904,14343199,"Priyanshu Sharma","2025-09-06 05:07:47",66843.370,1,priyanshujiiii
905,14261659,tententgc,"2025-08-29 19:51:33",66843.370,1,tententgc
906,14199412,"Samrat Ghorui","2025-08-01 16:04:41",64843.372,1,samratghorui003
907,14476209,"Ali Zahrani","2025-10-04 12:12:45",61189.373,14,alizahrani
908,14370148,shanaka95,"2025-09-13 13:14:45",59499.374,7,shanaka95
909,14361134,MapLoc,"2025-09-13 00:32:23",59494.000,10,"davidemmerichs,ordinarydev83,ptrbaur,robinloujun,yinglaiyang"
910,14202578,KenO14146,"2025-08-16 06:58:00",59366.359,1,keno14146
911,14224335,"Happy Gilmore","2025-08-11 19:28:16",58750.000,14,kshitijmakwana
912,14226940,"Jayaprakash Kallega","2025-08-29 20:51:27",58514.013,13,jayaprakashkallega
913,14230627,UchihaMadara,"2025-08-15 10:33:56",58035.375,3,tarun9897298587
914,14321687,"Gerald Programmer","2025-09-06 09:30:59",57869.013,2,geraldwambui
915,14549164,"Güliz Konca","2025-10-30 20:13:00",57775.375,16,glizkonca
916,14234355,PRJ,"2025-08-23 18:12:57",56878.000,34,paulajimenez
917,14216571,Axone,"2025-08-07 13:27:31",55868.002,1,nomisslazac
918,14195545,"Jeroen Cottaar","2025-08-06 17:38:10",55448.001,12,jeroencottaar
919,14223259,conorwalsh16,"2025-09-09 12:59:25",55436.001,12,conorwalsh16
920,14225935,"Ashutosh Kumar","2025-09-05 20:32:58",53735.005,3,ashutoshkumar432
921,14589225,"aroneatty pro","2025-10-24 23:32:51",53181.375,13,aroneattypro
922,14378672,Chen_zj,"2025-10-03 14:37:23",51796.000,17,lossweight
923,14205884,PizzaPeep,"2025-10-30 01:03:13",50685.000,12,pizzapeep
924,14194897,MichaelSmith,"2025-08-14 03:26:23",49756.376,8,thiscuriousquest
925,14232157,Jo,"2025-09-23 19:02:25",49391.001,44,jbrans
926,14460045,"Gaurav jangra23424rte","2025-10-17 12:58:39",48198.026,50,gauravjangra23424rte
927,14342529,"shafai syed","2025-09-14 02:23:08",43979.380,17,shafaisyed
928,14356317,-Jiří-,"2025-09-09 12:25:06",43863.000,5,vymetal
929,14556966,"roberto ulises quiroz","2025-10-28 13:09:43",43845.381,10,robertoulisesquiroz
930,14199992,"Ivan Tretyakov 叶仁安","2025-08-01 18:50:55",43607.381,1,hopeofchange
931,14227014,"Jayakara Kini","2025-09-25 05:48:14",43523.000,2,jayakarakini
932,14194797,fusionfool,"2025-08-15 07:05:34",42854.000,17,soumoo
933,14230492,"Nick Golebiewski","2025-09-11 16:41:01",42055.001,12,nickgolebiewski
934,14203946,"Niek Drenth","2025-09-04 18:37:40",38372.005,5,niekdrenth
935,14225119,"Sweety Seelam","2025-10-30 21:38:34",36530.385,10,sweetyseelam
936,14241336,"Kenneth Leung","2025-08-10 18:26:27",36174.385,6,kennethr
937,14429099,"Rodolfo Etore","2025-09-24 20:37:22",34484.386,6,rodolfoetore
938,14198983,cchrisaa,"2025-10-26 03:23:08",34223.385,33,cchrisaa
939,14511249,"Luis Rodrigues","2025-10-26 17:19:04",33954.385,13,lcrodriguesresearch
940,14223209,Demirio,"2025-08-09 13:31:32",33543.001,6,demirio
941,14316203,"Fatma Nur Sakal","2025-08-29 22:21:00",33501.386,5,fatmanursakal
942,14236668,"Quentin TRAN HUU","2025-08-11 22:33:41",33119.000,39,quentintranhuu
943,14276381,"Joshua Wabulo","2025-09-05 17:18:07",30653.387,41,joshuawabulo
944,14196974,"Unnati Gupta","2025-08-01 09:08:28",29259.388,1,unnatigds
945,14220661,Khlaifiabilel,"2025-08-08 16:24:51",29236.388,9,khlaifiabilel
946,14436740,"Ricardo Fierro","2025-09-28 15:56:12",29199.006,17,ricardofierro
947,14515437,"Sagar Verma 2004","2025-10-21 04:14:50",28775.388,1,sagarverma2004
948,14296450,mattsu2020,"2025-08-25 03:53:34",27024.389,11,mattsu2020
949,14224764,"Tarek Mohamed","2025-08-08 06:13:31",27007.389,10,tarekkhallaf
950,14195379,"Yogesh Jadhav","2025-08-01 05:23:14",26938.389,3,dynamo14324
